comp,power,level,tier,shape,limit,fights,winRate,timeoutRate,wipeRate,avgMarginWin,avgDurationWin,avgDowned,avgHpLostPct,tankTargetPct,expRewardMult
trio-utility,naked,5,3,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,3,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,3,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,3,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,4,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,4,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,5,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,5,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,5,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,1,solo,180,200,1.000,0.000,0.000,0.975,1.7,0.00,0.025,—,1.547
trio-utility,naked,10,1,solo,300,200,1.000,0.000,0.000,0.974,1.7,0.00,0.026,—,1.547
trio-utility,naked,10,1,pack,180,200,1.000,0.000,0.000,0.848,9.1,0.00,0.152,—,1.481
trio-utility,naked,10,1,pack,300,200,1.000,0.000,0.000,0.848,9.1,0.00,0.152,—,1.481
trio-utility,naked,10,1,boss,180,200,1.000,0.000,0.000,0.761,18.1,0.00,0.239,—,1.436
trio-utility,naked,10,1,boss,300,200,1.000,0.000,0.000,0.765,18.1,0.00,0.235,—,1.438
trio-utility,naked,10,2,solo,180,200,1.000,0.000,0.000,0.907,4.7,0.00,0.093,—,1.512
trio-utility,naked,10,2,solo,300,200,1.000,0.000,0.000,0.909,4.7,0.00,0.091,—,1.512
trio-utility,naked,10,2,pack,180,200,0.945,0.000,0.055,0.242,37.3,1.96,0.771,—,1.102
trio-utility,naked,10,2,pack,300,200,0.940,0.000,0.060,0.237,37.6,1.95,0.778,—,1.093
trio-utility,naked,10,2,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,2,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,3,solo,180,200,1.000,0.000,0.000,0.666,10.3,0.16,0.334,—,1.386
trio-utility,naked,10,3,solo,300,200,1.000,0.000,0.000,0.668,10.4,0.16,0.332,—,1.387
trio-utility,naked,10,3,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,3,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,3,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,3,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,4,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,4,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,5,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,5,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,10,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-utility,naked,20,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.620
trio-utility,naked,20,1,pack,180,200,1.000,0.000,0.000,0.934,4.6,0.00,0.066,—,1.584
trio-utility,naked,20,1,pack,300,200,1.000,0.000,0.000,0.934,4.6,0.00,0.066,—,1.584
trio-utility,naked,20,1,boss,180,200,1.000,0.000,0.000,0.912,9.0,0.00,0.088,—,1.573
trio-utility,naked,20,1,boss,300,200,1.000,0.000,0.000,0.913,9.0,0.00,0.087,—,1.573
trio-utility,naked,20,2,solo,180,200,1.000,0.000,0.000,0.968,1.8,0.00,0.032,—,1.603
trio-utility,naked,20,2,solo,300,200,1.000,0.000,0.000,0.969,1.7,0.00,0.031,—,1.603
trio-utility,naked,20,2,pack,180,200,1.000,0.000,0.000,0.793,8.7,0.00,0.207,—,1.508
trio-utility,naked,20,2,pack,300,200,1.000,0.000,0.000,0.794,8.8,0.00,0.206,—,1.509
trio-utility,naked,20,2,boss,180,200,1.000,0.000,0.000,0.681,17.7,0.24,0.319,—,1.448
trio-utility,naked,20,2,boss,300,200,1.000,0.000,0.000,0.674,18.0,0.28,0.326,—,1.444
trio-utility,naked,20,3,solo,180,200,1.000,0.000,0.000,0.885,4.4,0.00,0.115,—,1.558
trio-utility,naked,20,3,solo,300,200,1.000,0.000,0.000,0.885,4.4,0.00,0.115,—,1.558
trio-utility,naked,20,3,pack,180,200,0.065,0.000,0.935,0.141,38.4,2.92,0.991,—,0.075
trio-utility,naked,20,3,pack,300,200,0.040,0.000,0.960,0.135,41.3,2.94,0.995,—,0.046
trio-utility,naked,20,3,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,3,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,4,solo,180,200,1.000,0.000,0.000,0.557,13.2,0.85,0.443,—,1.381
trio-utility,naked,20,4,solo,300,200,1.000,0.000,0.000,0.553,13.4,0.90,0.447,—,1.379
trio-utility,naked,20,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,5,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,5,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,20,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-utility,naked,35,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.710
trio-utility,naked,35,1,pack,180,200,1.000,0.000,0.000,0.980,2.6,0.00,0.020,—,1.699
trio-utility,naked,35,1,pack,300,200,1.000,0.000,0.000,0.980,2.6,0.00,0.020,—,1.699
trio-utility,naked,35,1,boss,180,200,1.000,0.000,0.000,0.969,4.6,0.00,0.031,—,1.692
trio-utility,naked,35,1,boss,300,200,1.000,0.000,0.000,0.968,4.5,0.00,0.032,—,1.692
trio-utility,naked,35,2,solo,180,200,1.000,0.000,0.000,0.999,0.1,0.00,0.001,—,1.709
trio-utility,naked,35,2,solo,300,200,1.000,0.000,0.000,0.998,0.1,0.00,0.002,—,1.709
trio-utility,naked,35,2,pack,180,200,1.000,0.000,0.000,0.939,4.4,0.00,0.061,—,1.675
trio-utility,naked,35,2,pack,300,200,1.000,0.000,0.000,0.938,4.4,0.00,0.062,—,1.675
trio-utility,naked,35,2,boss,180,200,1.000,0.000,0.000,0.876,9.6,0.00,0.124,—,1.639
trio-utility,naked,35,2,boss,300,200,1.000,0.000,0.000,0.875,9.6,0.00,0.125,—,1.639
trio-utility,naked,35,3,solo,180,200,1.000,0.000,0.000,0.963,2.1,0.00,0.037,—,1.689
trio-utility,naked,35,3,solo,300,200,1.000,0.000,0.000,0.963,2.1,0.00,0.037,—,1.689
trio-utility,naked,35,3,pack,180,200,1.000,0.000,0.000,0.754,9.1,0.06,0.246,—,1.570
trio-utility,naked,35,3,pack,300,200,1.000,0.000,0.000,0.755,9.0,0.04,0.245,—,1.571
trio-utility,naked,35,3,boss,180,200,0.775,0.000,0.225,0.398,32.6,1.63,0.692,—,1.059
trio-utility,naked,35,3,boss,300,200,0.735,0.000,0.265,0.373,35.4,1.77,0.726,—,0.994
trio-utility,naked,35,4,solo,180,200,1.000,0.000,0.000,0.864,4.5,0.00,0.136,—,1.633
trio-utility,naked,35,4,solo,300,200,1.000,0.000,0.000,0.857,4.4,0.00,0.143,—,1.629
trio-utility,naked,35,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,5,solo,180,200,0.765,0.000,0.235,0.428,16.7,1.58,0.673,—,1.059
trio-utility,naked,35,5,solo,300,200,0.660,0.000,0.340,0.414,17.1,1.81,0.727,—,0.908
trio-utility,naked,35,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,35,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,1,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-utility,naked,50,1,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-utility,naked,50,1,pack,180,200,1.000,0.000,0.000,0.989,2.0,0.00,0.011,—,1.794
trio-utility,naked,50,1,pack,300,200,1.000,0.000,0.000,0.989,2.0,0.00,0.011,—,1.793
trio-utility,naked,50,1,boss,180,200,1.000,0.000,0.000,0.974,3.9,0.00,0.026,—,1.785
trio-utility,naked,50,1,boss,300,200,1.000,0.000,0.000,0.974,3.8,0.00,0.026,—,1.784
trio-utility,naked,50,2,solo,180,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-utility,naked,50,2,solo,300,200,1.000,0.000,0.000,1.000,0.0,0.00,0.000,—,1.800
trio-utility,naked,50,2,pack,180,200,1.000,0.000,0.000,0.956,3.4,0.00,0.044,—,1.774
trio-utility,naked,50,2,pack,300,200,1.000,0.000,0.000,0.957,3.4,0.00,0.043,—,1.774
trio-utility,naked,50,2,boss,180,200,1.000,0.000,0.000,0.948,6.1,0.00,0.052,—,1.769
trio-utility,naked,50,2,boss,300,200,1.000,0.000,0.000,0.950,6.0,0.00,0.050,—,1.770
trio-utility,naked,50,3,solo,180,200,1.000,0.000,0.000,0.976,0.8,0.00,0.024,—,1.786
trio-utility,naked,50,3,solo,300,200,1.000,0.000,0.000,0.975,0.8,0.00,0.025,—,1.785
trio-utility,naked,50,3,pack,180,200,1.000,0.000,0.000,0.861,6.0,0.00,0.139,—,1.717
trio-utility,naked,50,3,pack,300,200,1.000,0.000,0.000,0.858,6.0,0.00,0.142,—,1.715
trio-utility,naked,50,3,boss,180,200,1.000,0.000,0.000,0.759,13.0,0.07,0.241,—,1.656
trio-utility,naked,50,3,boss,300,200,1.000,0.000,0.000,0.766,12.8,0.07,0.234,—,1.660
trio-utility,naked,50,4,solo,180,200,1.000,0.000,0.000,0.907,3.3,0.00,0.093,—,1.744
trio-utility,naked,50,4,solo,300,200,1.000,0.000,0.000,0.905,3.3,0.00,0.095,—,1.743
trio-utility,naked,50,4,pack,180,200,0.985,0.000,0.015,0.462,25.8,1.05,0.544,—,1.455
trio-utility,naked,50,4,pack,300,200,0.995,0.000,0.005,0.442,27.1,1.09,0.560,—,1.458
trio-utility,naked,50,4,boss,180,200,0.190,0.000,0.810,0.177,45.2,2.74,0.966,—,0.248
trio-utility,naked,50,4,boss,300,200,0.170,0.000,0.830,0.172,47.1,2.75,0.971,—,0.222
trio-utility,naked,50,5,solo,180,200,1.000,0.000,0.000,0.770,6.5,0.17,0.230,—,1.662
trio-utility,naked,50,5,solo,300,200,1.000,0.000,0.000,0.775,6.5,0.21,0.225,—,1.665
trio-utility,naked,50,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,8,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,8,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,naked,50,8,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,1,solo,180,200,1.000,0.000,0.000,0.943,4.0,0.00,0.057,—,1.478
trio-utility,geared,1,1,solo,300,200,1.000,0.000,0.000,0.944,3.9,0.00,0.056,—,1.478
trio-utility,geared,1,1,pack,180,200,1.000,0.000,0.000,0.678,17.4,0.35,0.322,—,1.344
trio-utility,geared,1,1,pack,300,200,1.000,0.000,0.000,0.669,17.9,0.43,0.331,—,1.340
trio-utility,geared,1,1,boss,180,200,0.915,0.000,0.085,0.406,38.2,1.29,0.628,—,1.105
trio-utility,geared,1,1,boss,300,200,0.960,0.000,0.040,0.388,39.1,1.20,0.628,—,1.151
trio-utility,geared,1,2,solo,180,200,1.000,0.000,0.000,0.831,8.0,0.00,0.169,—,1.421
trio-utility,geared,1,2,solo,300,200,1.000,0.000,0.000,0.832,8.1,0.00,0.168,—,1.422
trio-utility,geared,1,2,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,2,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,2,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,2,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,3,solo,180,200,0.705,0.000,0.295,0.201,25.7,1.94,0.858,—,0.779
trio-utility,geared,1,3,solo,300,200,0.700,0.000,0.300,0.203,25.6,1.98,0.858,—,0.774
trio-utility,geared,1,3,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,3,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,3,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,3,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,4,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,4,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,4,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,4,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,4,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,4,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,5,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,5,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,5,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,5,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,5,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,5,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,6,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,6,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,6,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,6,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,6,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,6,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,7,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,7,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,7,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,7,pack,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,7,boss,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,7,boss,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,8,solo,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,8,solo,300,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
trio-utility,geared,1,8,pack,180,200,0.000,0.000,1.000,—,—,3.00,1.000,—,0.000
